county,rate,state,year
Lonoke County,3,Arkansas,2016
Madison County,2.7,Arkansas,2016
Marion County,3.6,Arkansas,2016
Miller County,3.8,Arkansas,2016
Mississippi County,5.5,Arkansas,2016
Monroe County,4.7,Arkansas,2016
Montgomery County,4.8,Arkansas,2016
Nevada County,3.2,Arkansas,2016
Newton County,3.4,Arkansas,2016
Ouachita County,4.4,Arkansas,2016
Perry County,4,Arkansas,2016
Phillips County,5,Arkansas,2016
Pike County,3.9,Arkansas,2016
Poinsett County,3.7,Arkansas,2016
Polk County,4.2,Arkansas,2016
Pope County,3.8,Arkansas,2016
Prairie County,3.5,Arkansas,2016
Pulaski County,3.2,Arkansas,2016
Randolph County,4,Arkansas,2016
Saint Francis County,4.5,Arkansas,2016
Saline County,2.8,Arkansas,2016
Scott County,3.1,Arkansas,2016
Searcy County,4,Arkansas,2016
Sebastian County,3.2,Arkansas,2016
Sevier County,4.5,Arkansas,2016
Sharp County,4.8,Arkansas,2016
Stone County,4.7,Arkansas,2016
Union County,4.7,Arkansas,2016
Van Buren County,5.8,Arkansas,2016
Washington County,2.3,Arkansas,2016
White County,4.2,Arkansas,2016
Woodruff County,4.5,Arkansas,2016
Yell County,3.8,Arkansas,2016
Alameda County,3.9,California,2016
Alpine County,7.3,California,2016
Amador County,5.5,California,2016
Butte County,5.8,California,2016
Calaveras County,5.2,California,2016
Colusa County,15.9,California,2016
Contra Costa County,4.1,California,2016
Del Norte County,7,California,2016
El Dorado County,4.7,California,2016
Fresno County,9.2,California,2016
Glenn County,7.1,California,2016
Humboldt County,4.4,California,2016
Imperial County,22.8,California,2016
Inyo County,4.8,California,2016
Kern County,9.3,California,2016
Kings County,9.5,California,2016
Lake County,6.5,California,2016
Lassen County,6.1,California,2016
Los Angeles County,4.8,California,2016
Madera County,8.9,California,2016
Marin County,3.1,California,2016
Mariposa County,6.6,California,2016
Mendocino County,5.1,California,2016
Merced County,9.4,California,2016
Modoc County,7.7,California,2016
Mono County,6,California,2016
Monterey County,6.5,California,2016
Napa County,4.3,California,2016
Nevada County,4.5,California,2016
Orange County,3.7,California,2016
Placer County,4.1,California,2016
Plumas County,8.7,California,2016
Riverside County,5.6,California,2016
Sacramento County,5,California,2016
San Benito County,5.9,California,2016
San Bernardino County,5.2,California,2016
San Diego County,4.3,California,2016
San Francisco County,3.1,California,2016
San Joaquin County,7.6,California,2016
San Luis Obispo County,3.9,California,2016
San Mateo County,2.8,California,2016
Santa Barbara County,4.8,California,2016
Santa Clara County,3.5,California,2016
Santa Cruz County,6.1,California,2016
Shasta County,6.3,California,2016
Sierra County,6.3,California,2016
Siskiyou County,7.8,California,2016
Solano County,5.1,California,2016
Sonoma County,3.7,California,2016
Stanislaus County,7.8,California,2016
Sutter County,9.1,California,2016
Tehama County,6.1,California,2016
Trinity County,6.7,California,2016
Tulare County,10.7,California,2016
Tuolumne County,5.5,California,2016
Ventura County,5,California,2016
Yolo County,5.5,California,2016
Yuba County,7.7,California,2016
Adams County,2.9,Colorado,2016
Alamosa County,3.2,Colorado,2016
Arapahoe County,2.6,Colorado,2016
Archuleta County,2.7,Colorado,2016
Baca County,1.4,Colorado,2016
Bent County,2.6,Colorado,2016
Boulder County,2.1,Colorado,2016
Broomfield County,2.5,Colorado,2016
Chaffee County,2.2,Colorado,2016
Cheyenne County,2.1,Colorado,2016
Clear Creek County,2.6,Colorado,2016
Conejos County,3.8,Colorado,2016
Costilla County,3.5,Colorado,2016
Crowley County,2.6,Colorado,2016
Custer County,2.9,Colorado,2016
Delta County,4.2,Colorado,2016
Denver County,2.6,Colorado,2016
Dolores County,2.9,Colorado,2016
Douglas County,2.2,Colorado,2016
Eagle County,3.1,Colorado,2016
El Paso County,3,Colorado,2016
Elbert County,2.1,Colorado,2016
Fremont County,4.1,Colorado,2016
Garfield County,3,Colorado,2016
Gilpin County,2,Colorado,2016
Grand County,2.3,Colorado,2016
Gunnison County,2,Colorado,2016
Hinsdale County,1.7,Colorado,2016
Huerfano County,5.5,Colorado,2016
Jackson County,1.7,Colorado,2016
Jefferson County,2.4,Colorado,2016
Kiowa County,1.9,Colorado,2016
Kit Carson County,1.8,Colorado,2016
La Plata County,2.2,Colorado,2016
Lake County,2.7,Colorado,2016
Larimer County,2.2,Colorado,2016
Las Animas County,3.9,Colorado,2016
Lincoln County,2.1,Colorado,2016
Logan County,2.3,Colorado,2016
Mesa County,4.2,Colorado,2016
Mineral County,1.5,Colorado,2016
Moffat County,2.9,Colorado,2016
Montezuma County,3.8,Colorado,2016
Montrose County,3.2,Colorado,2016
Morgan County,2.6,Colorado,2016
Otero County,3.7,Colorado,2016
Ouray County,3.1,Colorado,2016
Park County,2.3,Colorado,2016
Phillips County,1.6,Colorado,2016
Pitkin County,5.2,Colorado,2016
Prowers County,2.2,Colorado,2016
Pueblo County,4.2,Colorado,2016
Rio Blanco County,3.9,Colorado,2016
Rio Grande County,4.1,Colorado,2016
Routt County,2.7,Colorado,2016
Saguache County,4.5,Colorado,2016
San Juan County,4,Colorado,2016
San Miguel County,5.3,Colorado,2016
Sedgwick County,2.1,Colorado,2016
Summit County,1.8,Colorado,2016
Teller County,3.2,Colorado,2016
Washington County,1.9,Colorado,2016
Weld County,2.6,Colorado,2016
Yuma County,1.5,Colorado,2016
Fairfield County,3.7,Connecticut,2016
Hartford County,4.1,Connecticut,2016
Litchfield County,3.4,Connecticut,2016
Middlesex County,3.2,Connecticut,2016
New Haven County,4.3,Connecticut,2016
New London County,3.9,Connecticut,2016
Tolland County,3.2,Connecticut,2016
Windham County,4.1,Connecticut,2016
Kent County,4,Delaware,2016
New Castle County,3.7,Delaware,2016
Sussex County,4.1,Delaware,2016
Alachua County,4.2,Florida,2016
Baker County,4.7,Florida,2016
Bay County,4.9,Florida,2016
Bradford County,4.2,Florida,2016
Brevard County,5,Florida,2016
Broward County,4.6,Florida,2016
Calhoun County,5.3,Florida,2016
Charlotte County,5.2,Florida,2016
Citrus County,6.7,Florida,2016
Clay County,4.5,Florida,2016
Collier County,4.8,Florida,2016
Columbia County,4.8,Florida,2016
Desoto County,5.5,Florida,2016
Dixie County,5.7,Florida,2016
Duval County,5,Florida,2016
Escambia County,4.9,Florida,2016
Flagler County,5.6,Florida,2016
Franklin County,4.2,Florida,2016
Gadsden County,6,Florida,2016
Gilchrist County,5.1,Florida,2016
Glades County,6.3,Florida,2016
Gulf County,4.5,Florida,2016
Hamilton County,5.8,Florida,2016
Hardee County,7.1,Florida,2016
Hendry County,8.9,Florida,2016
Hernando County,6,Florida,2016
Highlands County,6.5,Florida,2016
Hillsborough County,4.4,Florida,2016
Holmes County,5.5,Florida,2016
Indian River County,5.9,Florida,2016
Jackson County,5,Florida,2016
Jefferson County,5.3,Florida,2016
Lafayette County,4.1,Florida,2016
Lake County,4.8,Florida,2016
Lee County,4.5,Florida,2016
Leon County,4.4,Florida,2016
Levy County,5.1,Florida,2016
Liberty County,5.1,Florida,2016
Madison County,5.2,Florida,2016
Manatee County,4.5,Florida,2016
Marion County,5.8,Florida,2016
Martin County,4.7,Florida,2016
Miami-Dade County,5,Florida,2016
Monroe County,3.1,Florida,2016
Nassau County,4.5,Florida,2016
Okaloosa County,4,Florida,2016
Okeechobee County,5.4,Florida,2016
Orange County,4.3,Florida,2016
Osceola County,4.9,Florida,2016
Palm Beach County,4.7,Florida,2016
Pasco County,5.1,Florida,2016
Pinellas County,4.3,Florida,2016
Polk County,5.6,Florida,2016
Putnam County,6,Florida,2016
Saint Johns County,3.8,Florida,2016
Saint Lucie County,5.5,Florida,2016
Santa Rosa County,4.5,Florida,2016
Sarasota County,4.5,Florida,2016
Seminole County,4.2,Florida,2016
Sumter County,7,Florida,2016
Suwannee County,4.8,Florida,2016
Taylor County,5.3,Florida,2016
Union County,4.3,Florida,2016
Volusia County,5.1,Florida,2016
Wakulla County,4,Florida,2016
Walton County,4.3,Florida,2016
Washington County,5,Florida,2016
Appling County,5.8,Georgia,2016
Atkinson County,5,Georgia,2016
Bacon County,4.8,Georgia,2016
Baker County,7.4,Georgia,2016
Baldwin County,6.5,Georgia,2016
Banks County,4.3,Georgia,2016
Barrow County,4.7,Georgia,2016
Bartow County,4.8,Georgia,2016
Ben Hill County,7.4,Georgia,2016
Berrien County,5.6,Georgia,2016
Bibb County,5.7,Georgia,2016
Bleckley County,6.5,Georgia,2016
Brantley County,6.2,Georgia,2016
Brooks County,4.6,Georgia,2016
Bryan County,4.7,Georgia,2016
Bulloch County,5.4,Georgia,2016
Burke County,7.1,Georgia,2016
Butts County,5.1,Georgia,2016
Calhoun County,5.6,Georgia,2016
Camden County,5.5,Georgia,2016
Candler County,4.3,Georgia,2016
Carroll County,5.5,Georgia,2016
Catoosa County,4.5,Georgia,2016
Charlton County,5.1,Georgia,2016
Chatham County,4.9,Georgia,2016
Chattahoochee County,8,Georgia,2016
Chattooga County,5.5,Georgia,2016
Cherokee County,4,Georgia,2016
Clarke County,5.8,Georgia,2016
Clay County,9.4,Georgia,2016
Clayton County,6.2,Georgia,2016
Clinch County,5.6,Georgia,2016
Cobb County,4.4,Georgia,2016
Coffee County,5.4,Georgia,2016
Colquitt County,4.7,Georgia,2016
Columbia County,4.4,Georgia,2016
Cook County,5,Georgia,2016
Coweta County,4.6,Georgia,2016
Crawford County,5.6,Georgia,2016
Crisp County,5.8,Georgia,2016
Dade County,4.9,Georgia,2016
Dawson County,4.3,Georgia,2016
Decatur County,6,Georgia,2016
Dekalb County,5.1,Georgia,2016
Dodge County,6.8,Georgia,2016
Dooly County,5.4,Georgia,2016
Dougherty County,6.4,Georgia,2016
Douglas County,5.2,Georgia,2016
Early County,6.1,Georgia,2016
Echols County,4.1,Georgia,2016
Effingham County,4.6,Georgia,2016
Elbert County,6.4,Georgia,2016
Emanuel County,7,Georgia,2016
Evans County,4.4,Georgia,2016
Fannin County,4.9,Georgia,2016
Fayette County,4.4,Georgia,2016
Floyd County,5.5,Georgia,2016
Forsyth County,4,Georgia,2016
Franklin County,5,Georgia,2016
Fulton County,5.1,Georgia,2016
Gilmer County,5.5,Georgia,2016
Glascock County,5.6,Georgia,2016
Glynn County,4.9,Georgia,2016
Gordon County,5.2,Georgia,2016
Grady County,5.3,Georgia,2016
Greene County,5.6,Georgia,2016
Gwinnett County,4.5,Georgia,2016
Habersham County,4.9,Georgia,2016
Hall County,4.1,Georgia,2016
Hancock County,7.5,Georgia,2016
Haralson County,5.2,Georgia,2016
Harris County,4.7,Georgia,2016
Hart County,5.2,Georgia,2016
Heard County,5.6,Georgia,2016
Henry County,5.2,Georgia,2016
Houston County,5.1,Georgia,2016
Irwin County,6.8,Georgia,2016
Jackson County,4.1,Georgia,2016
Jasper County,4.7,Georgia,2016
Jeff Davis County,6,Georgia,2016
Jefferson County,6.8,Georgia,2016
Jenkins County,6.8,Georgia,2016
Johnson County,5.9,Georgia,2016
Jones County,4.5,Georgia,2016
Lamar County,6.1,Georgia,2016
Lanier County,5.6,Georgia,2016
Laurens County,6.3,Georgia,2016
Lee County,4.3,Georgia,2016
Liberty County,5.5,Georgia,2016
Lincoln County,5.4,Georgia,2016
Long County,5.3,Georgia,2016
Lowndes County,4.9,Georgia,2016
Lumpkin County,4.6,Georgia,2016
Macon County,7.4,Georgia,2016
Madison County,5.3,Georgia,2016
Marion County,6.9,Georgia,2016
McDuffie County,6.8,Georgia,2016
McIntosh County,5.4,Georgia,2016
Meriwether County,6.3,Georgia,2016
Miller County,4.6,Georgia,2016
Mitchell County,6,Georgia,2016
Monroe County,4.9,Georgia,2016
Montgomery County,7.2,Georgia,2016
Morgan County,4.8,Georgia,2016
Murray County,6.7,Georgia,2016
Muscogee County,6.6,Georgia,2016
Newton County,5.6,Georgia,2016
Oconee County,4.1,Georgia,2016
Oglethorpe County,5.1,Georgia,2016
Paulding County,4.3,Georgia,2016
Peach County,6.2,Georgia,2016
Pickens County,4.5,Georgia,2016
Pierce County,5.3,Georgia,2016
Pike County,5,Georgia,2016
Polk County,5.5,Georgia,2016
Pulaski County,5.4,Georgia,2016
Putnam County,6.5,Georgia,2016
Quitman County,6.9,Georgia,2016
Rabun County,5.6,Georgia,2016
Randolph County,7.6,Georgia,2016
Richmond County,6.2,Georgia,2016
Rockdale County,5.5,Georgia,2016
Schley County,5.9,Georgia,2016
Screven County,6.7,Georgia,2016
Seminole County,7.6,Georgia,2016
Spalding County,6.3,Georgia,2016
Stephens County,5.7,Georgia,2016
Stewart County,6.5,Georgia,2016
Sumter County,7.4,Georgia,2016
Talbot County,6.3,Georgia,2016
Taliaferro County,7.4,Georgia,2016
Tattnall County,4.9,Georgia,2016
Taylor County,7,Georgia,2016
Telfair County,9,Georgia,2016
Terrell County,6.3,Georgia,2016
Thomas County,6.1,Georgia,2016
Tift County,5.1,Georgia,2016
Toombs County,7.2,Georgia,2016
Towns County,6.2,Georgia,2016
Treutlen County,7.4,Georgia,2016
Troup County,4.7,Georgia,2016
Turner County,6.3,Georgia,2016
Twiggs County,7.7,Georgia,2016
Union County,4.3,Georgia,2016
Upson County,6.3,Georgia,2016
Walker County,5,Georgia,2016
Walton County,4.8,Georgia,2016
Ware County,5.1,Georgia,2016
Warren County,6.6,Georgia,2016
Washington County,6.2,Georgia,2016
Wayne County,6.4,Georgia,2016
Webster County,8,Georgia,2016
Wheeler County,9.1,Georgia,2016
White County,4.2,Georgia,2016
Whitfield County,5.5,Georgia,2016
Wilcox County,6.5,Georgia,2016
Wilkes County,6.3,Georgia,2016
Wilkinson County,6.2,Georgia,2016
Worth County,5.5,Georgia,2016
Hawaii County,3.5,Hawaii,2016
Honolulu County,2.7,Hawaii,2016
Kauai County,3.2,Hawaii,2016
Maui County,3.1,Hawaii,2016
Ada County,3.4,Idaho,2016
Adams County,6,Idaho,2016
Bannock County,3.4,Idaho,2016
Bear Lake County,4,Idaho,2016
Benewah County,6,Idaho,2016
Bingham County,3.4,Idaho,2016
Blaine County,3.3,Idaho,2016
Boise County,4.9,Idaho,2016
Bonner County,5.3,Idaho,2016
Bonneville County,3.1,Idaho,2016
Boundary County,5.1,Idaho,2016
Butte County,4.2,Idaho,2016
Camas County,3.3,Idaho,2016
Canyon County,4.1,Idaho,2016
Caribou County,3.7,Idaho,2016
Cassia County,2.8,Idaho,2016
Clark County,4.9,Idaho,2016
Clearwater County,7.4,Idaho,2016
Custer County,5.3,Idaho,2016
Elmore County,4,Idaho,2016
Franklin County,3.1,Idaho,2016
Fremont County,3,Idaho,2016
Gem County,4.2,Idaho,2016
Gooding County,2.7,Idaho,2016
Idaho County,5.6,Idaho,2016
Jefferson County,3,Idaho,2016
Jerome County,3.1,Idaho,2016
Kootenai County,4.5,Idaho,2016
Latah County,2.8,Idaho,2016
Lemhi County,5.8,Idaho,2016
Lewis County,5.9,Idaho,2016
Lincoln County,3.9,Idaho,2016
Madison County,2.2,Idaho,2016
Minidoka County,3,Idaho,2016
Nez Perce County,3.2,Idaho,2016
Oneida County,3.7,Idaho,2016
Owyhee County,4.5,Idaho,2016
Payette County,4.2,Idaho,2016
Power County,3.3,Idaho,2016
Shoshone County,7.2,Idaho,2016
Teton County,4.7,Idaho,2016
Twin Falls County,3.2,Idaho,2016
Valley County,6,Idaho,2016
Washington County,5,Idaho,2016
Adams County,4.4,Illinois,2016
Alexander County,8.4,Illinois,2016
Bond County,4.5,Illinois,2016
Boone County,5.5,Illinois,2016
Brown County,3.2,Illinois,2016
Bureau County,5.3,Illinois,2016
Calhoun County,5.5,Illinois,2016
Carroll County,4.9,Illinois,2016
Cass County,5.6,Illinois,2016
Champaign County,4.7,Illinois,2016
Christian County,6.2,Illinois,2016
Clark County,5.2,Illinois,2016
Clay County,5.7,Illinois,2016
Clinton County,4,Illinois,2016
Coles County,5.3,Illinois,2016
Cook County,5.5,Illinois,2016
Crawford County,6,Illinois,2016
Cumberland County,4.8,Illinois,2016
De Witt County,5.2,Illinois,2016
Dekalb County,4.8,Illinois,2016
Douglas County,4.3,Illinois,2016
Du Page County,4.3,Illinois,2016
Edgar County,6.1,Illinois,2016
Edwards County,4.9,Illinois,2016
Effingham County,4.1,Illinois,2016
Fayette County,6.2,Illinois,2016
Ford County,4.9,Illinois,2016
Franklin County,7.3,Illinois,2016
Fulton County,6.6,Illinois,2016
Gallatin County,6.4,Illinois,2016
Greene County,5.3,Illinois,2016
Grundy County,5.6,Illinois,2016
Hamilton County,5.4,Illinois,2016
Hancock County,5.8,Illinois,2016
Hardin County,9,Illinois,2016
Henderson County,5.1,Illinois,2016
Henry County,5.7,Illinois,2016
Iroquois County,5,Illinois,2016
Jackson County,4.9,Illinois,2016
Jasper County,5.9,Illinois,2016
Jefferson County,5.9,Illinois,2016
Jersey County,5.2,Illinois,2016
Jo Daviess County,4.5,Illinois,2016
Johnson County,8,Illinois,2016
Kane County,4.9,Illinois,2016
Kankakee County,5.8,Illinois,2016
Kendall County,4.6,Illinois,2016
Knox County,5.5,Illinois,2016
La Salle County,5.8,Illinois,2016
Lake County,4.7,Illinois,2016
Lawrence County,7,Illinois,2016
Lee County,4.5,Illinois,2016
Livingston County,4.9,Illinois,2016
Logan County,4.8,Illinois,2016
Macon County,6,Illinois,2016
Macoupin County,5.1,Illinois,2016
Madison County,5.1,Illinois,2016
Marion County,5.8,Illinois,2016
Marshall County,5.8,Illinois,2016
Mason County,6.4,Illinois,2016
Massac County,6.4,Illinois,2016
McDonough County,5.1,Illinois,2016
McHenry County,4.6,Illinois,2016
McLean County,4.6,Illinois,2016
Menard County,4.2,Illinois,2016
Mercer County,5.1,Illinois,2016
Monroe County,3.6,Illinois,2016
Montgomery County,6.3,Illinois,2016
Morgan County,4.5,Illinois,2016
Moultrie County,4.2,Illinois,2016
Ogle County,5,Illinois,2016
Peoria County,6.2,Illinois,2016
Perry County,6.6,Illinois,2016
Piatt County,4.6,Illinois,2016
Pike County,4.7,Illinois,2016
Pope County,6.5,Illinois,2016
Pulaski County,7.9,Illinois,2016
Putnam County,4.8,Illinois,2016
Randolph County,4.4,Illinois,2016
Richland County,5.4,Illinois,2016
Rock Island County,5.5,Illinois,2016
Saint Clair County,5.4,Illinois,2016
Saline County,7.1,Illinois,2016
Sangamon County,4.4,Illinois,2016
Schuyler County,5.5,Illinois,2016
Scott County,5.2,Illinois,2016
Shelby County,5.5,Illinois,2016
Stark County,6.7,Illinois,2016
Stephenson County,5.2,Illinois,2016
Tazewell County,5.7,Illinois,2016
Union County,6.4,Illinois,2016
Vermilion County,6.7,Illinois,2016
Wabash County,5.9,Illinois,2016
Warren County,4.6,Illinois,2016
Washington County,3.4,Illinois,2016
Wayne County,7.7,Illinois,2016
White County,5.7,Illinois,2016
Whiteside County,5.2,Illinois,2016
Will County,5.2,Illinois,2016
Williamson County,5.4,Illinois,2016
Winnebago County,6.1,Illinois,2016
Woodford County,4.8,Illinois,2016
Adams County,3,Indiana,2016
Allen County,3.7,Indiana,2016
Bartholomew County,3,Indiana,2016
Benton County,3.6,Indiana,2016
Blackford County,4.7,Indiana,2016
Boone County,3.1,Indiana,2016
Brown County,3.2,Indiana,2016
Carroll County,3.8,Indiana,2016
Cass County,4.3,Indiana,2016
Clark County,3.8,Indiana,2016
Clay County,4,Indiana,2016
Clinton County,3.4,Indiana,2016
Crawford County,4.9,Indiana,2016
Daviess County,3.2,Indiana,2016
DeKalb County,3.5,Indiana,2016
Dearborn County,4,Indiana,2016
Decatur County,3,Indiana,2016
Delaware County,4.5,Indiana,2016
Dubois County,2.8,Indiana,2016
Elkhart County,3.1,Indiana,2016
Fayette County,5.2,Indiana,2016
Floyd County,3.7,Indiana,2016
Fountain County,4.7,Indiana,2016
Franklin County,3.6,Indiana,2016
Fulton County,4,Indiana,2016
Gibson County,3.2,Indiana,2016
Grant County,4.3,Indiana,2016
Greene County,5.2,Indiana,2016
Hamilton County,3,Indiana,2016
Hancock County,3.3,Indiana,2016
Harrison County,3.8,Indiana,2016
Hendricks County,3.1,Indiana,2016
Henry County,4.1,Indiana,2016
Howard County,4,Indiana,2016
Huntington County,3.5,Indiana,2016
Jackson County,3.3,Indiana,2016
Jasper County,4.3,Indiana,2016
Jay County,4,Indiana,2016
Jefferson County,4.3,Indiana,2016
Jennings County,4.1,Indiana,2016
Johnson County,3.2,Indiana,2016
Knox County,3.8,Indiana,2016
Kosciusko County,3.3,Indiana,2016
LaGrange County,3.2,Indiana,2016
LaPorte County,5,Indiana,2016
Lake County,5.3,Indiana,2016
Lawrence County,4.9,Indiana,2016
Madison County,4.2,Indiana,2016
Marion County,3.9,Indiana,2016
Marshall County,3.3,Indiana,2016
Martin County,3.7,Indiana,2016
Miami County,4,Indiana,2016
Monroe County,3.9,Indiana,2016
Montgomery County,3.5,Indiana,2016
Morgan County,3.5,Indiana,2016
Newton County,5,Indiana,2016
Noble County,3.6,Indiana,2016
Ohio County,4.2,Indiana,2016
Orange County,4.3,Indiana,2016
Owen County,4.4,Indiana,2016
Parke County,4.6,Indiana,2016
Perry County,4,Indiana,2016
Pike County,4,Indiana,2016
Porter County,4.3,Indiana,2016
Posey County,3.7,Indiana,2016
Pulaski County,4.1,Indiana,2016
Putnam County,3.8,Indiana,2016
Randolph County,3.8,Indiana,2016
Ripley County,3.9,Indiana,2016
Rush County,3.3,Indiana,2016
Saint Joseph County,4.1,Indiana,2016
Scott County,4.1,Indiana,2016
Shelby County,3.4,Indiana,2016
Spencer County,3.9,Indiana,2016
Starke County,4.7,Indiana,2016
Steuben County,3.3,Indiana,2016
Sullivan County,4.9,Indiana,2016
Switzerland County,4.3,Indiana,2016
Tippecanoe County,3.4,Indiana,2016
Tipton County,3.2,Indiana,2016
Union County,3.4,Indiana,2016
Vanderburgh County,3.7,Indiana,2016
Vermillion County,5.2,Indiana,2016
Vigo County,4.5,Indiana,2016
Wabash County,3.6,Indiana,2016
Warren County,3.8,Indiana,2016
Warrick County,3.7,Indiana,2016
Washington County,3.8,Indiana,2016
Wayne County,4.2,Indiana,2016
Wells County,3.1,Indiana,2016
White County,4,Indiana,2016
Whitley County,3.5,Indiana,2016
Adair County,2.2,Iowa,2016
Adams County,2,Iowa,2016
Allamakee County,4.1,Iowa,2016
Appanoose County,4.6,Iowa,2016
Audubon County,2.1,Iowa,2016
Benton County,2.9,Iowa,2016
Black Hawk County,4,Iowa,2016
Boone County,2.1,Iowa,2016
Bremer County,3.2,Iowa,2016
Buchanan County,3.2,Iowa,2016
Buena Vista County,2.7,Iowa,2016
Butler County,3.7,Iowa,2016
Calhoun County,2.9,Iowa,2016
Carroll County,2.1,Iowa,2016
Cass County,2.3,Iowa,2016
Cedar County,2.6,Iowa,2016
Cerro Gordo County,3.1,Iowa,2016
Cherokee County,2.5,Iowa,2016
Chickasaw County,3.2,Iowa,2016
Clarke County,2.7,Iowa,2016
Clay County,3.5,Iowa,2016
Clayton County,3.6,Iowa,2016
Clinton County,4.4,Iowa,2016
Crawford County,4.6,Iowa,2016
Dallas County,2.1,Iowa,2016
Davis County,4.7,Iowa,2016
Decatur County,2.7,Iowa,2016
Delaware County,3,Iowa,2016
Des Moines County,4.1,Iowa,2016
Dickinson County,4.5,Iowa,2016
Dubuque County,2.7,Iowa,2016
Emmet County,4.9,Iowa,2016
Fayette County,3.7,Iowa,2016
Floyd County,2.9,Iowa,2016
Franklin County,2.9,Iowa,2016
